page_id,movie_title,year,genre,director,actor_count,extraction_source,error,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10
413178,ביקור התזמורת,2007,דרמה | קומדיה,ערן קולירין,6,infobox,,ששון גבאי,רונית אלקבץ,רינת מטטוב,סאלח בכרי,ח'ליפה נאטור,אורי גבריאל,,,,
1738614,"החוב (סרט, 2007)",2007,דרמה | פעולה,אסף ברנשטיין,7,infobox+section,,גילה אלמגור,נטע גרטי,יחזקאל לזרוב,איתי טיראן,אדגר סלגה,עודד תאומי,אלכס פלג,,,
425495,המוסד הסגור,2007,קומדיה,אלון גור אריה,8,infobox,,רון שחר,אילן דר,לנה אטינגר,אלי גורנשטיין,איריס אברמוביץ',לארי בצ'ינס,דב פרידמן,אלעד שרעבי,,
2212560,"המקלט (סרט, 2007)",2007,דרמה,רועי הורנשטיין,4,infobox+section,,יחזקאל לזרוב,גילה אלמגור,סתיו נגר,מלאכי חזקיה,,,,,,
385368,הסודות,2007,"להט""בי",אבי נשר,10,infobox+section,,אניה בוקשטיין,פאני ארדן,מיכל שטמלר,אדיר מילר,קלרינט,טלי אורן,דאנה איבגי,גורי אלפי,תיקי דיין,עלמה זק
2514220,הרי את (סרט),2007,דרמה,פזית ליכטמן,1,infobox+section,,אביטל אברג'יל,,,,,,,,,
536716,ואהבת,2007,"דרמה | להט""בי",חיים אלבום,4,infobox+section,,אורי לחמי,עומר זוננשיין,יהונדב פרלמן,איציק חייקה,,,,,,
410296,ויהי חושך ויהי אור,2007,תיעודי | קולנוע חרדי,נעם ראובני ומני פיליפ,6,infobox,,צביקה פיליפ,מני פיליפ,לי פיליפ,עודד פיליפ,אסף פיליפ,אלי פיליפ,,,,
1690986,וסרמיל (סרט),2007,נעורים,מושון סלמונה,9,infobox+section,,דוד טפליצקי,עדיאל זמרו,נדיר אלדד,אבינועם בלומנקרנץ,בני אדגה,קובי מאור,עירית בנדק,יניב עדני,סרגיי גנטיוק,
2170470,"חופשת קיץ (סרט, 2007)",2007,דרמה,דוד וולך,6,infobox+section,,אסי דיין,שרון הכהן-בר,אילן גריף,יהודה גרובייס,מיכל רובין,גיל ססובר,,,,
1040325,חיי אהבה,2007,דרמה,מריה שראדר,8,infobox+section,,נטע גרטי,ישי גולן,אסי דיין,אריה מוסקונה,רדה זרבדג'ה,קלרה ח'ורי,נתן נתנזון,אסתר זבקו,,
243191,ילדי CCCP,2007,דרמה,פליקס גרצ'יקוב,6,infobox,,דניאל ברוק,תמרה קליינגון,יגאל רנזיק,ולדימיר פרידמן,אנה סטפן,ויטלי פרידלנד,,,,
801713,ילדי השמש,2007,תיעודי,רן טל,0,not_found,,,,,,,,,,,
850568,יפאן יפאן,2007,"להט""בי",ליאור שמריז,6,infobox+section,,אמרי קהן,טל מאירי,עירית גידרון,נעמה יוריה,אמנון פרידמן,בני ציפר,,,,
369184,מדוזות (סרט),2007,דרמה | הייפרלינק,אתגר קרת | שירה גפן,10,infobox+section,,שרה אדלר,נועה קנולר,גרא סנדלר,זהרירה חריפאי,נעמה ניסים,עמוס שוב,נועה רבן,מה-נניטה דה לטורה,ניקול לייטמן,ציפור אייזן
395273,מחכים לגודיק,2007,תיעודי | ביוגרפי,ארי דוידוביץ׳,0,not_found,,,,,,,,,,,
243387,מלך של קבצנים,2007,,אורי פסטר,9,infobox+section,,שחר סורק,גילי סער,מוסקו אלקלעי,רובי פורת-שובל,עמוס לביא,חיים זנאתי,ליא קניג,יהודה פוקס,זארה ורתניאן,
1925598,מתוק ומר,2007,דרמה,דורון בנבנישתי,10,section,,אייל שכטר,צופית גרנט,מיכל ינאי,אלון נוימן,נתי רביץ,שפרירה זכאי,מיקי לאון,שרונה אלימלך,רחלי חיים,אלירן כספי
415038,נודל (סרט),2007,דרמה,איילת מנחמי,10,infobox+section,,מילי אביטל,ענת וקסמן,אלון אבוטבול,יפתח קליין,באוצ'י צ'אן,שרית וינו אלעד,דפנה שפיגלמן,רוני יוריה,ויקי לין,נטע ענבר
2211420,נימפות בערפל (סרט),2007,,יורם זקס,10,infobox+section,,רועי שגב,בני אבני,שיר אידלסון,אפרת כהן,יונתן צ'רצ'י,בתיה ורד,מורן אייזנשטיין,עלמה זק,אילנה ברקוביץ',יגאל זקס
1081973,פתח תקווה (סרט),2007,דרמה | סטודנטים,תום שובל,1,infobox,,מכרם ח'ורי,,,,,,,,,
2241392,"רחמים (סרט, 2007)",2007,,יניב אמודאי,10,infobox+section,,יגאל עדיקא,שלום אסייג,ג'וליה מסלאווי,יוסף קמר,דרור קרן,מורן אטיאס,פלורנס בלוך,סימון רוזנפלד,אופירה רחמים,מרתה רתיק
288513,ריקוד מסוכן,2007,,מנחם גולן,10,infobox+section,,זהר ליבה,אליענה בקייר,עומר ברנע,מיכל אמדורסקי,יוני שמוס,רפי תבור,גליה אלבין,אילנה אביטל,ניב רז,שא ויי
288476,רק כלבים רצים חופשי,2007,,ארנון צדוק,10,infobox+section,,ליאור אשכנזי,נטע גרטי,אלון אבוטבול,איילת זורר,יגאל עדיקא,יפתח קליין,מתי סרי,אליענה בקייר,פיני קידרון,איטן גרינברג
1856557,"שחור על לבן (סרט, 2007)",2007,תיעודי,תומר הימן,0,not_found,,,,,,,,,,,
2151946,תהילים (סרט),2007,דרמה,רפאל נג'ארי,10,infobox+section,,מיכאל מושונוב,לימור גולדשטיין,יואב הייט,אילן דר,שמואל וילוז'ני,יונתן אלסטר,אילנית בן-יעקב,רעות לב,רוברט הניג,דוד ברקוביץ'
353079,תנועה מגונה (סרט),2007,קומדיה | פשע | דרמה,צחי גראד,9,infobox+section,,גל זייד,קרן מור,אשר צרפתי,יעקב איילי,רבקה מיכאלי,אניה בוקשטיין,טל גרושקה,מנשה נוי,ולדימיר פרידמן,
826689,$9.99,2008,דרמה,תתיה רוזנטל,4,infobox+section,,ג'פרי ראש,אנתוני לפאליה,ג'ואל אדג'רטון,בן מנדלסון,,,,,,
1663892,אביב 41,2008,דרמה,אורי ברבש,5,infobox,,ג'וזף פיינס,קלייר היגינס,ניב מקינטוש,מריה פקולניס,קלי הריסון,,,,,
554017,איים אבודים (סרט),2008,דרמה,רשף לוי,10,infobox+section,,אושרי כהן,אורלי זילברשץ,שמיל בן ארי,פיני טבגר,עפר שכטר,מיכאל מושונוב,יובל שרף,יוסף אבו ורד,יגאל עדיקא,גילת אנקורי
2247197,אלטלנה (סדרת טלוויזיה),2008,סדרת דרמה,אלי כהן,10,infobox+section,,יוסי קאנץ,יורם חטב,אפרת לביא,מיכה סלקטר,שרון אלכסנדר,דביר בנדק,סיני פתר,ירון ברובינסקי,ג'וליה לוי בוקן,יואב בר לב
1067804,אמא של ולנטינה,2008,דרמה,מתי הררי | אריק לובצקי,7,infobox+section,,אתל קובינסקה,סילביה דרורי,יוסי אולו,רות סגל,אייל כהן,גבי דן,ליאת אקטע,,,
2242321,"אנטארקטיקה (סרט, 2008)",2008,דרמה | רומנטי,יאיר הוכנר,10,infobox+section,,לוסי דובינצ'יק,גיא זוארץ,תומר אילן,עופר רגירר,יובל רז,יפתח מזרחי,אושרי שחר,יעל דקלבאום,ליאת אקטע,שירלי סולומון
570868,בית אבי (2008),2008,דרמה,דני רוזנברג,2,infobox,,איתי טיראן,מיקי לאון,,,,,,,,
658401,ברוריה (סרט),2008,,אברהם קושניר,3,infobox,,הדר גלרון,ברוך ברנר,ישראל דמידוב,,,,,,,
846432,הבמה החשמלית - אגדת רוקנ'רול,2008,תיעודי,ניסים מוסק,0,not_found,,,,,,,,,,,
2423007,היא לא תדע (סרט טלוויזיה),2008,מוזיקלי,עדי סופר,10,infobox+section,,תמיר גינזבורג,יובל לוי,אילן רוזנפלד,קובי פרג',עודד פז,טל מוסרי,מירב פלדמן,יפתח קרזנר,קובי מחט,הדר לוי
1981019,הכל מתחיל בים,2008,דרמה,איתן גרין,7,section,,דורית לב ארי,יובל סגל,צחי גראד,אריה מוסקונה,אילנית בן-יעקב,נינה קוטלר,רון יגרמן,,,
1101681,הכתובה (סרט),2008,,מנחם גולן,10,infobox+section,,מאיר סוויסה,ענת ברזילי,הילה ערן,פזית ירון מינקובסקי,שלמה וישינסקי,מאיר סויסה,אילנה ללצ'וק,ירון עצמון,יונתן עוזיאל,אורלי ויינרמן
1482750,המנון (סרט),2008,דרמה,אלעד קידן,3,infobox,,מאיה גסנר,כרמית מסילתי קפלן,אלברט כהן,,,,,,,
544262,ואלס עם באשיר,2008,תיעודי | מלחמה,ארי פולמן,6,infobox,,ארי פולמן,מיקי לאון,אורי סיון,רון בן ישי,זהבה סולומון,יחזקאל לזרוב,,,,
2270450,"חי, דק וצ'פצ'ולה",2008,ילדים | מוזיקלי,אלון אלוש,3,infobox,,משה דץ,מיכל צפיר,עדי ביטי,,,,,,,
611737,חייב לזוז,2008,תיעודי,אבידע ליבני,0,not_found,,,,,,,,,,,
2125151,חסר מנוחה,2008,,עמוס קולק,10,infobox+section,,משה איבגי,רן דנקר,קארן יאנג,פיליס סומרוויל,איתן גולד,צחי גראד,אלברט אילוז,ארנון צדוק,מירי מסיקה,יוסף סוויד
807041,ירושלים גאה להציג,2008,"תיעודי | להט""בי",ניצן גלעדי,10,section,,סער נתנאל,עיריית ירושלים,אורי לופוליאנסקי,נועה סתת,הבית הפתוח,גאווה,הומוסקסואל,מצעד הגאווה בירושלים,הומוסקסואליות,דראג קווין
800113,כוסות רוח לאבא,2008,תיעודי,טליה פינקל,0,not_found,,,,,,,,,,,
909704,מדינה זבל,2008,תיעודי,אורי רוזנווקס,0,not_found,,,,,,,,,,,
2475503,מוקי בוערה,2008,דרמה,לינה | וסלבה צ'פלין,6,infobox+section,,אפרת בן צור,הרן שגיא,סיון לוי,ריף כהן,יואב כורש,יהודה אלמגור,,,,
1077070,מפטיר (סרט),2008,,דויד בן ארי,10,infobox+section,,יונתן עוזיאל,אריק משעלי,יונתן רוזן,שרון אלכסנדר,לירון לבו,עמוס לביא,דוד קיגלר,ליאור מילר,אריאל כהן,לוסי דובינצ'יק
1740532,סוף שבוע בגליל,2008,דרמה,משה מזרחי,9,infobox+section,,עודד תאומי,מרינה שויף,שרון אלכסנדר,שירי גדני,יגאל שדה,פיני טבגר,חנה מרון,אדווה בולה,אסף אברבוך,
897341,סוף שבוע בתל אביב,2008,דרמה | רומנטי,דרור זהבי,10,infobox+section,,שרדי ג'בארין,יוסף אבו ורד,ח'אולה דיבסי,אביטל פסטרנק,אורי קלאוזנר,חיים זנאתי,מיכאל מושונוב,רוזינה קמבוס,הילי ילון,חיים בנאי
681992,סרוגייט (סרט),2008,דרמה,טלי שלום עזר,4,infobox,,אמיר וולף,רוזינה קמבוס,לנה אטינגר,ליאת גליק,,,,,,
900387,עץ לימון (סרט),2008,דרמה,ערן ריקליס,4,infobox,,היאם עבאס,עלי סלימאן,רונה ליפז-מיכאל,דורון תבורי,,,,,,
2242048,פרשת רות,2008,,קרן אביטן,7,infobox+section,,לוסי דובינצ'יק,לירון לבו,דני שטג,הילה מצקר,נגה דאנג'לי,אלונה וינד רז,נעם דובינצ'יק,,,
2270080,שבע דקות בגן עדן (סרט),2008,דרמה,עמרי גבעון,9,infobox+section,,ריימונד אמסלם,אלדד פריבס,נדב נייטס,רונית יודקביץ',גל פרידמן,בנימין יגנדורף,עופרי פרישקולניק,שרון צוקרמן,גלעד כהן,
593468,שבעה (סרט),2008,דרמה,שלומי אלקבץ | רונית אלקבץ,10,infobox+section,,רונית אלקבץ,משה איבגי,יעל אבקסיס,אלברט אילוז,קרן מור,חנה לסלאו,חנה אזולאי-הספרי,אלון אבוטבול,גיל פרנק,רובי פורת-שובל
580958,שיטת השקשוקה,2008,תיעודי,אילן עבודי,0,not_found,,,,,,,,,,,
2442254,תזכור את זה,2008,דרמה,עילית זקצר,10,infobox+section,,תמרה קלינגון,מעיין הרוש,הילה מצקר-הלוי,הילה מצקר,עדי בילסקי,מעין וינשטוק,טליה אלק,יונתן גבע,יואב ברתל,רון שמעוני
1059355,תעלומה במכולה הירוקה,2008,תיעודי,טל חיים יופה,0,not_found,,,,,,,,,,,
834974,אילי ובן,2009,דרמה,Ori Ravid,10,infobox+section,,ליאור אשכנזי,סיגלית פוקס,שמואל אדלמן,אשר צרפתי,סיגלית תמיר,שמעון מימרן,אדם קנת,ניסן נתיב,צחי גראד,יעל הדר
633820,אצבע אלוהים (סרט),2009,קומדיה,יגאל בורשטיין,6,infobox+section,,משה איבגי,דורית בר אור,ניר לוי,ליאת גורן,אלון אבוטבול,זהבית פסי,,,,
1084002,בדרך אל החתולים (סרט),2009,,חורחה גורביץ',9,infobox+section,,ריטה זוהר,מוני מושונוב,ריטה זהר,שולמית אדר,ולדימיר פרידמן,תיקי דיין,עידית טפרסון,חנה ריבר,יעקב בודו,
817903,גחליליות (סרט),2009,תיעודי,גילי מייזלר,0,not_found,,,,,,,,,,,
2392559,האור השחור,2009,,,3,section,,אקי אבני,אלייזה וינטראוב,דורי גולדשטיין,,,,,,,
914739,הבודדים,2009,דרמה,רנן שור,5,infobox+section,,סשה אגרונוב,אנטון אוסטרובסקי,צחי גראד,הנרי דוד,רותם זיסמן כהן,,,,,
694081,הזמן הוורוד (סרט),2009,"תיעודי | להט""בי",יאיר קדר,0,not_found,,,,,,,,,,,
1710437,היו לילות (סרט),2009,דרמה,רוני ניניו,10,infobox+section,,משה איבגי,דאנה איבגי,מאיה כהן,יבגניה דודינה,גדי יגיל,דימיטרי פריימן,פירה קנטור,בוריס אחנוב,אלי גורנשטיין,ירון ברובינסקי
1292160,היסטוריה של הקולנוע הישראלי (2009),2009,תעודה,רפאל נג'ארי,0,not_found,,,,,,,,,,,
2217041,זוג או פרד (סרט),2009,דרמה,טומי לנג,7,infobox+section,,רוברט הניג,שלומית הגואל-טריגר,הוגו ירדן,אביב אלקבץ,עומרי אשין,ליהי אברמסון,דנה ידלין,,,
1491304,חורבה (סרט),2009,דרמה,עמיר מנור,4,infobox+section,,אפרת אביב,דאנה איבגי,מיכאל אלוני,נועם אמיר,,,,,,
752211,חמש שעות מפריז,2009,קומדיה,לאון פרודובסקי,3,infobox,,דרור קרן,הלנה ירלובה,ולדימיר פרידמן,,,,,,,
974442,טייארה,2009,עצמאי,טומי לנג,2,infobox,,רוברט הניג,דני לשמן,,,,,,,,
2505142,כבר לא ירושלמי,2009,,עופר נעים,0,not_found,,,,,,,,,,,
1045903,כלת הים,2009,דרמה,קרן ידעיה,6,infobox,,דאנה איבגי,רועי אסף,מוריס כהן,מוני מושונוב,רונית אלקבץ,עירית נתן בנדק,,,,
1046715,כן המפקדת,2009,תיעודי,איציק לרנר | דני סיטון,0,not_found,,,,,,,,,,,
705231,לבנון (סרט),2009,דרמה | מלחמה,שמוליק מעוז,10,infobox+section,,יואב דונט,זהר שטראוס,מיכאל מושונוב,אושרי כהן,איתי טיראן,ריימונד אמסלם,צנחנים,פלנגיסט,אשרף ברהום,דודו טסה
2320918,לחיות מחדש,2009,סדרת טלוויזיה היסטורית | סדרת דרמה,חיים בוזגלו,0,not_found,,,,,,,,,,,
764515,מחכה לו,2009,תיעודי,מיכל קסטן-קידר,0,not_found,,,,,,,,,,,
1043634,"נופל וקם - סיפורה של שב""ק ס'",2009,תיעודי,ירון בן נון,10,section,,מוקי,פילוני,מירו,חמי,נמרוד רשף,פישי הגדול,יוסי פיין,חיים שמש,בנימין נתניהו,יואב קוטנר
737575,נתיב המזלות,2009,,איל בן-אהרון,3,infobox,,לטי גרובמן,רינן חיים,רונית יודקביץ',,,,,,,
692360,סיפור גדול,2009,קומדיה,שרון מימון | ארז תדמור,10,infobox+section,,איציק כהן,עירית קפלן,דביר בנדק,אלון דהן,שמוליק כהן,לבנה פינקלשטיין,אוולין הגואל,טוגו איגוואה,אלברט אילוז,אופירה רחמים
709156,עג'מי (סרט),2009,דרמה,ירון שני | סכנדר קובטי,1,infobox,,ערן נעים,,,,,,,,,
668977,עיניים פקוחות,2009,"דרמה | להט""בי",חיים טבקמן,10,infobox+section,,פסקת דמויות,זוהר שטראוס,חרדי,אטליז,רן דנקר,הומוסקסואל,רוית רוזן,צחי גראד,משמרות הצניעות,מתי אטלס
737385,קירות (סרט),2009,פעולה | דרמה | מתח,דני לרנר,10,infobox+section,,אולגה קורילנקו,נינט טייב,ולדימיר פרידמן,שלום מיכאלשווילי,לירון לבו,זהר שטראוס,יאנה גור,ריימונד אמסלם,הנרי דוד,אסתר רדא
288519,רגליים קרות (סרט),2009,,דורון ערן,10,infobox+section,,רון שחר,הילה וידור,ציון ברוך,איריס פן,איריס ברנע,יוסי יבלונקה,דינה לימון,ארנון צדוק,הילה ערן,ריקי בליך
936975,אווה: שם זמני,2010,דרמה,דור פדלון,2,infobox+section,,אוולין קצ'ולין,דרור דהן,,,,,,,,
564272,ארץ בראשית,2010,תיעודי,משה אלפרט,0,not_found,,,,,,,,,,,
1743923,בן חוזר הביתה,2010,דרמה,אלעד זכאי,9,infobox+section,,לי בירן,ריטה,ליאת גליק,אסף משיח,אדריאנו חאובל,יוליה פלוטקין,גיא לובלצ'יק,קטיה גור,עדי רביד,
1143785,בנא,2010,דרמה,ניב קליינר,2,infobox,,שמואל וילוז'ני,מיכאל מושונוב,,,,,,,,
854470,הדקדוק הפנימי,2010,דרמה,ניר ברגמן,9,infobox+section,,אורלי זילברשץ,יהודה אלמגור,רואי אלסברג,רבקה גור,אופיר סגרסקי,יעל סגרסקי,אוולין קפלון,עדן לוטנברג,רוני טל,
1000696,המדריך למהפכה,2010,תיעודי,דורון צברי,1,infobox,,דורון צברי,,,,,,,,,
2243200,המשוטט,2010,,אבישי סיון,10,infobox+section,,עלי נאסר,עמרי פירר,רונית פלד,רינת מטטוב,רמי ברוך,שני בן חיים,איתמר גלוקסמן,צחי גראד,עדי קפלן,תמי ברק
1640880,התגנבות יחידים (סרט קולנוע),2010,דרמה,דובר קוסשווילי,10,infobox+section,,עוז זהבי,גיא אדלר,מיכאל אלוני,בני אלדר,ליאל דניר,אריאל וולף,רוי מילר,אסף בן שמעון,שי קדימי,אור בן מלך
798392,זוהי סדום,2010,פרודיה,אדם סנדרסון | מולי שגב,0,infobox,,,,,,,,,,,
1135372,זרמים קטועים,2010,תיעודי,גיא דוידי | אלכסנדר גוצ'מאן,0,not_found,,,,,,,,,,,
1508449,חבורת ראש כרוב,2010,קומי | מוזיקלי,אופיר לובל,4,infobox+section,,שחר פרץ,מיכל מוכתר,שחר ישי,חנה לסלאו,,,,,,
817125,חיים יקרים,2010,תיעודי,שלומי אלדר,0,not_found,,,,,,,,,,,
769077,חצי טון ברונזה,2010,קומדיה,יפתח חוצב,7,infobox,,שלמה בראבא,מיכאל הנגבי,נועה וולמן,שמיל בן ארי,קובי מרציאנו,גסאן עבאס,מאור כהן,,,
847929,כלבת (סרט),2010,אימה,אהרון קשלס | נבות פפושדו,10,infobox+section,,ליאור אשכנזי,אניה בוקשטיין,עפר שכטר,רן דנקר,מנשה נוי,דני גבע,הנרי דוד,יעל גרובגלס,ליאת הר לב,ירון מוטולה
1051984,לנין באוקטובר,2010,דרמה,יבגני רומן,3,infobox,,אלכסנדר סנדרוביץ',ולדימיר פרידמן,אבי גרייניק,,,,,,,
777776,מאיה (סרט),2010,דרמה,מיכל בת-אדם,10,infobox+section,,לירון בן-שלוש,גיל פרנק,אלכס אנסקי,שירי גדני,דביר בנדק,הילי ילון,יונתן צ'רצ'י,משה מזרחי,ריטה שוקרון,אורי לוי
2515341,מקבל ההחלטות,2010,דרמה,דני יגיל,9,section,,עודד תאומי,גדי יגיל,יוסי קאנץ,אלון דהן,אתי גרוטס,יונתן בר-אור,רן יגיל,תמר קינן,אמיר דוליצקי,
851348,עוד אני הולך (סרט),2010,דרמה,יקי יושע,6,infobox,,דני גבע,נינה קוטלר,עמוס לביא,דביר בנדק,מרינה שויף,ראידה אדון,,,,
755388,פובידיליה,2010,מתח,יואב פז | דורון פז,4,infobox,,עפר שכטר,אפרת בוימולד,שלמה בר-שביט,אפרת דור,,,,,,
789488,פעם הייתי,2010,דרמה,אבי נשר,10,infobox+section,,אדיר מילר,מיה דגן,תובל שפיר,דרור קרן,נטע פורת,בת-אל פאפורה,דב נבון,ירדן בר-כוכבא,תום גל,יעל לבנטל
812556,שליחותו של הממונה על משאבי אנוש (סרט),2010,דרמה | קומדיה,ערן ריקליס,10,infobox,,מארק איווניר,רוזינה קמבוס,גורי אלפי,גילה אלמגור,ריימונד אמסלם,יגאל שדה,נואה סילבר,ג'וליאן נגולסקו,אירינה פטרסקו,דנה סמו
860559,שתיקת הארכיון,2010,תיעודי,יעל חרסונסקי,0,not_found,,,,,,,,,,,
1082984,אחותי היפה,2011,,מרקו כרמל,5,infobox,,משה איבגי,אוולין הגואל,ריימונד אמסלם,נורמן עיסא,איתי תורג'מן,,,,,
930838,בוקר טוב אדון פידלמן,2011,דרמה,יוסי מדמוני,7,infobox+section,,ששון גבאי,רמי דנון,נבו קמחי,הנרי דוד,שרה אדלר,רות גלר,רותי בורנשטיין,,,
1054473,בין השמשות (סרט),2011,דרמה,אלון זינגמן,0,not_found,,,,,,,,,,,
964510,ג'ו + בל,2011,"להט""בי",רוני קידר,5,infobox+section,,רומי אבולעפיה,רוני קידר,סיון לוי,יותם ישי,פלורנס בלוך,,,,,
858270,גיא אוני (סרט),2011,דרמה,דן וולמן,6,infobox,,תמר אלקן,ציון אשכנזי,יעקב בודו,לבנה פינקלשטיין,עזרא דגן,רותם זיסמן כהן,,,,
1104683,דומא (סרט),2011,תיעודי,,0,not_found,,,,,,,,,,,
1071246,הדירה (סרט תיעודי),2011,תיעודי,ארנון גולדפינגר,0,not_found,,,,,,,,,,,
1046482,ההתחלפות,2011,דרמה,ערן קולירין,10,infobox+section,,רותם קינן,שירילי דשא,דב נבון,שרון טל,איתמר ינאי,רוברטו פולק,דינה בליי-שור,מיכאל כפיר,מאיה גסנר,גלעד פרלמן
1002344,החולמות,2011,תיעודי,אפרת שלום דנון,0,not_found,,,,,,,,,,,
871269,המשימה X,2011,דרמה,אורי גרודר,2,infobox,,שרון רג'יניאנו,דני שטג,,,,,,,,
880397,הערת שוליים (סרט),2011,דרמה | סאטירה,יוסף סידר,10,infobox+section,,שלמה בראבא,ליאור אשכנזי,עלמה זק,יובל שרף,נבו קמחי,אלברט אילוז,מנחה טלוויזיה,שמואל שילה,נלי תגר,עידית טפרסון
2183907,הפנטזיה הגדולה של סימיקו הקטן,2011,,אריק לובצקי,10,infobox+section,,ציון ברוך,אורי גבריאל,שלומי קוריאט,סילביה דרורי,חן שילוני,יגאל עדיקא,נטע גרטי,מיכה אוזין סליאן,דוד שאול,גדי סבן
897714,הצלמניה (סרט),2011,תיעודי,תמר טל,0,not_found,,,,,,,,,,,
947179,השוטר,2011,דרמה,נדב לפיד,6,infobox,,יפתח קליין,מיכאל אלוני,יערה פלציג,מנשה נוי,מיכאל מושונוב,רונה לי שמעון,,,,
1049012,וביום השלישי,2011,דרמה,משה איבגי,7,infobox,,הילה פלדמן,שרון אלכסנדר,אפרת בן צור,עלית קרייז,איצ'ו אביטל,כרמית מסילתי קפלן,לימור גולדשטיין,,,
1375058,ויהי אור (סרט),2011,רוקומנטרי | תיעודי,מתן פאר,0,not_found,,,,,,,,,,,
2252190,ילדי היטלר (סרט),2011,תיעודי,חנוך זאבי,1,infobox,,קטרין הימלר,,,,,,,,,
953022,לא רואים עליך,2011,דרמה,מיכל אביעד,5,infobox+section,,יבגניה דודינה,רונית אלקבץ,גיל פרנק,גל לב,סיון לוי,,,,,
961184,לאה גולדברג בחמישה בתים,2011,תיעודי,יאיר קדר,0,not_found,,,,,,,,,,,
949787,לאן נעלם משה גז,2011,תיעודי,אבידע ליבני,0,not_found,,,,,,,,,,,
2126647,מבול (סרט),2011,דרמה | עלילתי,גיא נתיב,10,infobox+section,,רונית אלקבץ,צחי גראד,יואב רוטמן,מיכאל מושונוב,ליר כץ,יעקב כהן,שמיל בן ארי,אסתי זקהיים,דני שטג,לנה אטינגר
933388,מוסטאר הלוך ושוב,2011,תיעודי,דוד פישר,1,infobox,,דוד פישר,,,,,,,,,
1354242,מוסר השילומים,2011,תיעודי,שגיא בורשטיין,0,not_found,,,,,,,,,,,
955592,מורעלים,2011,קומדיה,דידי לובצקי,5,infobox,,דוד שאול,אורנה שיפריס,ארתור פרי,רודי סעדה,טל פרידמן,,,,,
1076969,מי אתה בשבילי,2011,,דרור רשף,1,infobox,,הילה מצקר-הלוי,,,,,,,,,
2515221,סטנד אפ (סרט),2011,קומדיה,אסי צובל,3,infobox+section,,אמיר דוליצקי,מוטי בן ישי,מעין וינשטוק,,,,,,,
1078945,עד סוף הקיץ,2011,דרמה,נועה אהרוני,9,infobox+section,,בר מיניאלי,יאיר רובין,שרית וינו אלעד,ישי גולן,מיכל,רפי,מאיה עידו,נעמי,חיים,
1584106,עיניים כאלה,2011,,רפאל בלולו,5,infobox+section,,עמוס לביא,גבי,שירן,האב,האם,,,,,
2180589,עמק תפארת,2011,דרמה,הדר פרידליך,7,infobox+section,,גילי בן אוזיליו,רות גלר,בתיה בר,אלי בן רעי,הדר אביגד,הדס פורת,אלי טל,,,
2141396,פלייאוף (סרט),2011,ביוגרפי | דרמה,ערן ריקליס,2,infobox+section,,דני יוסטון,רלף קליין,,,,,,,,
2125742,רסיסי אהבה,2011,,ניסים נוטריקה,10,infobox+section,,ריימונד אמסלם,יחזקאל לזרוב,ערן בן זאב,עדנה בליליוס,לירית בלבן,אופירה רחמים,רבקה בכר,ידידיה ויטל,תימור כהן,תמיר מתוק
957015,שישה מיליון ואחד,2011,תיעודי,דוד פישר,1,infobox,,דוד פישר,,,,,,,,,
969662,שלטון החוק (סרט),2011,תיעודי,רענן אלכסנדרוביץ',0,not_found,,,,,,,,,,,
1322034,תפרים (סרט),2011,"קצר | סטודנטים | דרמה | להט""בי",עדיה אמרי אור,2,infobox+section,,ריקי בליך,שירה קצנלנבוגן,,,,,,,,
1079173,2 בלילה,2012,עצמאי,רועי ורנר,1,infobox,,קרן ברגר,,,,,,,,,
1622132,7 הסלילים של יונה וולך,2012,תיעודי | עצמאי | ביוגרפי,יאיר קדר,0,not_found,,,,,,,,,,,
1080413,אורחים לרגע,2012,דרמה,מאיה קניג,2,infobox,,גור בנטביץ',צחי גראד,,,,,,,,
1051974,איגור ומסע העגורים,2012,דרמה | לכל המשפחה | הרפתקאות,יבגני רומן,2,infobox,,אולה שור-סלקטר,מנשה נוי,,,,,,,,
1243783,איה (סרט),2012,דרמה,מיכל ברזיס | עודד בן נון,1,infobox,,שרה אדלר,,,,,,,,,
1086616,"אליס (סרט, 2012)",2012,דרמה,דנה גולדברג,2,infobox,,אילנית בן-יעקב,נטע בר רפאל,,,,,,,,
1081821,אנחנו לא לבד,2012,,ליאור הר-לב,2,infobox,,אוהד קנולר,אפרת בן יעקב,,,,,,,,
1082147,אף פעם לא מאוחר מדי,2012,עצמאי,עידו פלוק,9,infobox+section,,נוני גפן,פירה קנטור,קרן ברגר,עמי ויינברג,דינה בליי-שור,אלי מנשה,אברהים עדאסי,אוריה מלכה,אייל רוזלס,
1584101,באטמן במחסום,2012,,רפאל בלולו,2,infobox,,שרון אינגריד שטרק,ראידה אדון,,,,,,,,
1035188,בלדה לאביב הבוכה,2012,דרמה,בני תורתי,10,infobox+section,,דודו טסה,אדר גולד,מארק אליהו,ניר לוי,אורי גבריאל,אורי קלאוזנר,ארנון צדוק,אלי חבקוק,יגאל עדיקא,אמיר שהסאר
1043510,ברקיע החמישי,2012,דרמה,דינה צבי-ריקליס,10,infobox+section,,יחזקאל לזרוב,אלונה איב,אקי אבני,רותם זיסמן כהן,אסתי זקהיים,תמר שם אור,עמית מושקוביץ,אלון פדות,רוי מילר,גיא אדלר
